CRD,name,owner type,title,date aquired,ownership code,control,public reporting,owner crd
5611,"MAKULA, MICHAEL JOSEPH MR.",I,"CFO, FINOP",04/2020,NA,N,N,4643441
5611,"GAAFAR, OMAR JAMES",I,COO,04/2020,NA,N,N,4916775
5611,"KIM, JAMES J",I,CCO,04/2020,NA,N,N,6040592
5657,"KAPLAN, DAVID",I,"PRESIDENT, DIRECTOR,CCO",01/1971,E,Y,N,264049
5657,"KAPLAN, BLANCHE",I,"SECRETARY/TREASURER, DIRECTOR",05/1971,NA,N,N,1728769
5670,"CLARK, CHRISTOPHER STEVEN",I,"CHAIRMAN, ELECTED MANAGER",02/2013,A,Y,N,1952666
5670,"SETTEDUCATI, ROBERT JOSEPH",I,ELECTED MANAGER AND DIRECTOR OF BUSINESS DEVELOPMENT,04/2018,A,Y,N,1352722
5670,"PARIGIAN, THOMAS STEWART",I,ELECTED MANAGER,07/2014,A,Y,N,1398840
5670,"WINKS, MALCOLM ALEXANDER",I,PRESIDENT AND CFO/FINOP,10/2018,NA,Y,N,5153752
5670,"PAULSON CAPITAL HOLDING COMPANY, LLC",DE,OWNER,04/2017,E,Y,N,
5670,"DAVIS, TRENT DONALD",I,CHIEF EXECUTIVE OFFICER,02/2019,NA,Y,N,2137171
5670,"STRIPLIN, HARRY LYNN",I,CHIEF COMPLIANCE OFFICER,09/2019,NA,Y,N,1023235
5685,THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,DE,SOLE MEMBER,12/2000,E,Y,N,
5685,"HYNES, PATRICK LIAM",I,ELECTED MANAGER,11/2018,NA,Y,N,2748918
5685,"GAYLE, PETER CASEY",I,ELECTED MANAGER,07/2017,NA,Y,N,3095277
5685,"FONTANO, ANTHONY MICHAEL",I,ELECTED MANAGER,07/2017,NA,N,N,6852155
5685,"HITCHCOCK, SALENE MARIE",I,ELECTED MANAGER,06/2018,NA,Y,N,2590328
5685,"HEARN, BRADFORD ONEIL",I,"CHAIRMAN, ELECTED MANAGER",12/2018,NA,Y,N,2630134
5685,"SMIT, ROBERT PHILIP",I,"CHIEF FINANCIAL OFFICER, PRINCIPAL FINANCIAL OFFICER, CONTROLLER",02/2019,NA,Y,N,2332366
5685,"BEGUN, ROBERT NMN",I,"PRESIDENT, PRINCIPAL OPERATIONS OFFICER",01/2021,NA,N,N,4436053
5685,"FELICIANO, DEXTER MICHAEL",I,"CHIEF OPERATING OFFICER, VICE PRESIDENT, ELECTED MANAGER",10/2019,NA,N,N,5483537
5685,"MORAN, JULIA ELLEN",I,CHIEF LEGAL OFFICER,09/2021,NA,N,N,
5685,"FLORIO, KELLY NICOLE",I,ANTI-MONEY LAUNDERING OFFICER,12/2021,NA,N,N,6446272
5685,"LEE, CONWAY KWANG-WEI",I,CHIEF COMPLIANCE OFFICER,04/2022,NA,N,N,2525440
5835,"HENAHAN, MELISSA JANE",I,"CHAIRWOMAN, VICE PRESIDENT TREASURER SECRETARY CHIEF FINANCIAL OFFICER DIRECTOR CHIEF COMPLIANCE OFFICER",10/1978,D,Y,N,859444
5835,"KNAUER, ANN BAKER",I,"SENIOR VICE PRESIDENT, DIRECTOR,SHAREHOLDER",12/1997,B,N,N,2412473
5835,"GALLAGHER, KIMBERLY MAUDE",I,"SHAREHOLDER,DIRECTOR",12/1997,B,N,N,3010151
5835,"HENAHAN, TIMOTHY PATRICK",I,"PRESIDENT, CHIEF EXECUTIVE OFFICER,CROP",03/1986,NA,Y,N,1491550
5845,"SCHMEIDLER, ARNOLD, ROGER",I,SENIOR PARTNER,12/2016,NA,Y,N,413821
5845,"SCHMEIDLER, ANDREW, JOHN",I,PARTNER,12/2016,NA,Y,N,2287823
5845,"BURKE, STEPHEN, ROBERT",I,MANAGING PARTNER AND DIRECTOR,12/2016,NA,Y,N,1054623
5845,"LAWLESS, SEAN, DAVID",I,PARTNER,12/2016,NA,Y,N,5974211
5845,"MAUNDER, TREVOR, WILLIAM",I,DIRECTOR,12/2016,NA,Y,N,5762876
5845,"SWARTZMAN, GAVIN",I,DIRECTOR,12/2016,NA,Y,N,6473848
5845,"TAYLOR III, PORTER ROSS",I,PARTNER,12/2016,NA,Y,N,5526845
5845,ARTEMIS US CORPORATION,DE,OWNER,12/2016,E,Y,N,
5845,"KILLEEN, MICHAEL, JOSEPH",I,DIRECTOR,12/2016,NA,Y,N,4360774
5845,"NIEBUHR, KRISTEN, ELIZABETH",I,"CHIEF COMPLIANCE OFFICER, CHIEF OPERATING OFFICER, AND DIRECTOR",08/2017,NA,Y,N,1965908
5871,"MANN, ROBERT TAYLOR",I,PRESIDENT,01/1983,E,Y,N,822903
5871,"HARRIS, CHARLES WILLIAM",I,CHIEF COMPLIANCE OFFICER,07/2009,NA,Y,N,1005730
6080,"MCINTIRE, ANDREW FLETCHER",I,VICE PRESIDENT- CHIEF COMPLIANCE OFFICER,02/2000,D,Y,N,
6080,"STRAND, ERIC HAAKON",I,PRESIDENT,10/2004,D,Y,N,2963186
6082,"ARMSTEAD, JOHN THOMAS",I,CHAIRMAN,09/2011,A,Y,N,1048109
6082,"NASSTROM, SHARON SOLOMON",I,DIRECTOR/SECRETARY,09/2011,NA,Y,N,2898387
6082,"FORD, IRVING MARTYN",I,SHAREHOLDER,09/2008,A,N,N,211057
6082,"DREIZLER, SONYA BROOKE",I,PRESIDENT / CEO / FINOP,01/2015,NA,Y,N,4754721
6082,"KOBE, DAVID HOWARD",I,DIRECTOR/TREASURER,09/2011,NA,Y,N,1052144
6082,"JOHNSON, HEIDI ANN",I,CHIEF COMPLIANCE OFFICER,01/2015,NA,N,N,2443764
6082,"TUEMMLER, LISA DENISE",I,DIRECTOR,08/2014,NA,N,N,4642373
6082,"CALVELLI, MICHAEL J",I,DIRECTOR,08/2014,NA,N,N,1237708
6082,"BUCHFINCK, RITA KAY",I,SHAREHOLDER,09/1999,A,N,N,869008
6082,DREIZLER FAMILY TRUST,DE,SHAREHOLDER,06/2009,A,N,N,
6082,KOBE FAMILY TRUST (DATED 11-22-2004),DE,SHAREHOLDER,06/2009,A,N,N,
6082,NASSTROM TRUST,DE,SHAREHOLDER,01/2001,A,N,N,
6082,ARMSTEAD FAMILY TRUST UA DTD,DE,SHAREHOLDER,11/2012,B,N,N,
6082,"ARMSTEAD, JOHN THOMAS",I,TRUSTEE OF ARMSTEAD FAMILY TRUST UA DTD,11/2012,NA,N,N,1048109
6082,"DREIZLER, ROBERT LAURIE",I,TRUSTEE OF DREIZLER FAMILY TRUST,06/2009,NA,N,N,867308
6082,"KOBE, DAVID HOWARD",I,TRUSTEE OF KOBE FAMILY TRUST (DATED 11-22-2004),09/2009,NA,N,N,
6082,"NASSTROM, SHARON SOLOMON",I,TRUSTEE OF NASSTROM TRUST,01/2001,NA,N,N,2898387
6118,"LEVENSON, RICHARD, STEVEN",I,"PRESIDENT, CEO, CCO & CIO (SINCE 12/2016), TRUSTEE OF THE RICHARD S. LEVENSON TRUST U/A 12/02/2014 (SINCE 04/2015)",12/2016,NA,Y,N,1683935
6118,RICHARD S. LEVENSON TRUST U/A 12/02/2014,DE,SHAREHOLDER,04/2015,E,Y,N,
6210,"SCHWARZ, JASON, A",I,DEPUTY CEO AND PRESIDENT,01/2014,NA,Y,N,5067865
6210,"STEWART, ANDREW, ROBERT ANTHONY",I,CEO,07/2021,NA,Y,N,5118032
6210,MONICA HOLDCO (US) INC.,DE,MEMBER,01/2021,E,Y,N,
6210,"CONDRON, SCOTT, JAMES",I,CHIEF OPERATING OFFICER,03/2022,NA,Y,N,1670959
6210,"Miller, Lawrence, Reed",I,CHIEF TECHNOLOGY OFFICER,05/2022,NA,Y,N,7581019
6210,"Brown, Emily",I,CHIEF FINANCIAL OFFICER,08/2022,NA,Y,N,6891661
6210,"CHOI, SANDY, SUH MOON",I,GENERAL COUNSEL & CHIEF COMPLIANCE OFFICER,06/2023,NA,Y,N,6076950
6220,"LEVENTHAL, LAURA",I,BOARD DIRECTOR,09/2013,NA,Y,N,1175259
6220,"HILLTOP SECURITIES HOLDINGS, LLC",DE,PARENT,01/2015,E,Y,N,
6220,"MUSCHALEK, JOHN RICHARD",I,BOARD DIRECTOR,03/2015,NA,Y,N,2226859
6220,"EDGE, JOSEPH MICHAEL",I,CHIEF FINANCIAL OFFICER,01/2016,NA,Y,N,4326551
6220,"LEVENTHAL, LAURA",I,TREASURER/CHIEF ACCOUNTING OFFICER/PRINCIPAL FINANCIAL OFFICER,12/2011,NA,Y,N,1175259
6220,"WITTNEBEN, BRIAN LANE",I,GENERAL COUNSEL/SECRETARY,03/2016,NA,Y,N,4861905
6220,"MEDANICH, DAVID KING",I,BOARD DIRECTOR,08/2017,NA,Y,N,1030727
6220,"ALEXANDER, LAURA BONNELL",I,BOARD DIRECTOR,08/2017,NA,Y,N,2900382
6220,"WINGES, MARTIN BRADLEY",I,CEO/PRESIDENT/DIRECTOR,02/2019,NA,Y,N,1929509
6220,"SOBEL, JONATHAN SCOTT",I,CHAIRMAN,07/2019,NA,Y,N,1540818
6220,"EDGE, JOSEPH MICHAEL",I,BOARD DIRECTOR,10/2015,NA,N,N,4326551
6220,"COYA, SCOTT",I,CHIEF COMPLIANCE OFFICER,01/2022,NA,Y,N,2511281
6220,"PINEDA, ROMEO",I,PRINCIPAL OPERATIONS OFFICER,03/2022,NA,N,N,2193669
